id,source,title,url,published_at,content_length,images_count,content
72,Kompas,Jadwal Super League Pekan ke-11: Borneo FC Vs Dewa United,https://bola.kompas.com/read/2025/11/05/14140828/jadwal-super-league-pekan-ke-11-borneo-fc-vs-dewa-united,2025-11-05T07:14:08+00:00,2385,1,"KOMPAS.com -
Pekan ke-11 Super League 2025-2026 akan menggelar laga pamungkasnya pada Rabu (5/11/2025).
Total ada 9 pertandingan yang akan digelar pada pekan ke-11
Super League 2025-2026
hingga Rabu (5/11/2025) malam WIB.
Sebelumnya, sudah ada 8 pertandingan yang dihelat pada pekan ke-11 Super League 2025-2026.
Laga PSIM kontra Persik yang berakhir dengan skor 2-1 menjadi laga pembuka di pekan ini, disusul kemenangan Persija atas PSBS dengan skor 3-1.
Pada hari berikutnya, Bhayangkara FC harus p..."
73,Kompas,Respons Bojan Hodak Usai Persib Putus Rekor Buruk di Markas Bali United,https://bola.kompas.com/read/2025/11/04/13385798/respons-bojan-hodak-usai-persib-putus-rekor-buruk-di-markas-bali-united,2025-11-04T06:38:57+00:00,2193,1,"KOMPAS.com -
Pelatih Persib Bandung, Bojan Hodak, mengaku lega sekaligus bangga setelah timnya berhasil memutus catatan buruk di markas Bali United pada lanjutan Super League 2025-2026, Sabtu (1/11/2025).
Kemenangan ini menjadi momentum penting bagi Persaib Bandung yang selama beberapa musim terakhir selalu kesulitan meraih poin penuh di kandang
Bali United
, Stadion Kapten I Wayan Dipta, Gianyar.
Dalam laga pekan ke-11
Super League
2025-2026,
Persib
Bandung sukses membawa pulang tiga poin dari ..."
74,Kompas,Hasil Semen Padang Vs Arema FC 1-2: Duo Brasil Bawa Singo Edan Kunci 3 Poin,https://bola.kompas.com/read/2025/11/03/21030768/hasil-semen-padang-vs-arema-fc-1-2-duo-brasil-bawa-singo-edan-kunci-3-poin,2025-11-03T14:03:07+00:00,1800,1,"KOMPAS.com -
Arema FC sukses mencuri tiga poin di kandang Semen Padang pada pekan ke-11 Super League 2025-2026.
Laga
Semen Padang
vs
Arema FC
digelar di Stadion Haji Agus Salim, Padang, pada Senin (3/11/2025) malam WIB.
Arema FC memaksa Semen Padang semakin memperpanjang rentetan hasil buruknya usai meraih kemenangan dengan skor 2-1.
Dua gol Singo Edan ke gawang Semen Padang dicetak oleh
Valdeci
(30') dan
Dalberto
(41').
Sementara satu gol Semen Padang dicetak melalui titik putih lewat eksekusi ..."
75,Kompas,"Stadion Brawijaya Tak Layak, Persik Vs Persebaya Pindah ke Gresik",https://bola.kompas.com/read/2025/11/03/20440418/stadion-brawijaya-tak-layak-persik-vs-persebaya-pindah-ke-gresik,2025-11-03T13:44:04+00:00,1988,1,"KOMPAS.com
- Persik Kediri kembali harus merasakan pahitnya bermain jauh dari rumah sendiri. Mereka harus menjamu Persebaya di Gresik.
Derbi Jawa Timur
Persik
Kediri vs
Persebaya
masuk rangkaian pekan ke-12 Super League 2025-2026.
Menjelang pertandingan bergengsi itu, Persik Kediri dipastikan tidak bisa menggunakan Stadion Brawijaya, Kota Kediri.
Tim beralias Macan Putih tidak mendapatkan izin keamanan dari kepolisian.
Sebagai gantinya, Persik akan menjamu Persebaya di
Stadion Gelora Joko Samudr..."
76,Kompas,Championship Liga 2: Persikad Depok Kembali ke Jalur Tripoin bareng Pelatih Baru,https://bola.kompas.com/read/2025/11/03/19171848/championship-liga-2-persikad-depok-kembali-ke-jalur-tripoin-bareng-pelatih-baru,2025-11-03T12:17:18+00:00,2240,1,"KOMPAS.com
- Persikad Depok yang ditangani pelatih baru, Achmad Zulkifli, berhasil menuai kemenangan di kandang Bekasi City.
Partai pekan kedelapan Pegadaian
Championship 2025-2026
Bekasi City
vs
Persikad Depok
di Stadion Patriot Candrabhaga, Minggu (2/11/2025) berujung dengan skor 1-2 buat kemenanang tim tamu.
Raihan kemenangan tandang perdana ini mengangkat Persikad ke urutan tujuh klasemen sementara Championship 2025-2026 dengan koleksi sembilan poin.
Hasil tersebut jadi debut manis Achmad Zu..."
77,Kompas,Link Live Streaming Semen Padang Vs Arema FC di Super League 2025-2026,https://bola.kompas.com/read/2025/11/03/17373148/link-live-streaming-semen-padang-vs-arema-fc-di-super-league-2025-2026,2025-11-03T10:37:31+00:00,2331,1,"KOMPAS.com -
Laga panas akan tersaji di pekan ke-11 Super League 2025-2026 antara Semen Padang vs Arema FC.
Duel
Semen Padang
vs
Arema FC
akan berlangsung di Stadion Haji Agus Salim, Padang pada Senin (3/11/2025) mulai pukul 19.00 WIB.
Pertandingan ini diprediksi akan berlangsung ketat mengingat Semen Padang membutuhkan kemenangan untuk keluar dari zona degradasi.
Tim Kabau Sirah saat ini berada di posisi juru kunci dengan 4 poin dan terpaut 4 poin dari Persijap di batas zona aman.
Bermodalkan m..."
78,Kompas,Hasil Super League Persijap Vs Malut United 1-2: David da Silva Kunci 3 Angka,https://bola.kompas.com/read/2025/11/03/17302818/hasil-super-league-persijap-vs-malut-united-1-2-david-da-silva-kunci-3-angka,2025-11-03T10:30:28+00:00,1926,1,"KOMPAS.com
- Malut United menang 2-1 kala bertamu ke markas Persijap. Laskar Kie Raha menorehkan lima kemenangan beruntun di Super League 2025-2026.
Skor 1-2 jadi hasil Persijap vs
Malut United
, partai pekan ke-11
Super League 2025-2026
yang digelar di Stadion Gelora Bumi Kartini, Senin (3/11/2025).
Gol
Gustavo Franca
(39') dan
David da Silva
(78' pen') menjadi penentu skor Persijap vs Malut United.
Persijap Jepara
mesti gigit jari meski sempat menyamakan skor via sepakan penalti Carlos Franca ..."
79,Kompas,Persib Kantongi Modal Berharga untuk Tantang Selangor FC di Malaysia,https://bola.kompas.com/read/2025/11/03/16231128/persib-kantongi-modal-berharga-untuk-tantang-selangor-fc-di-malaysia,2025-11-03T09:23:11+00:00,2552,1,"KOMPAS.com -
Persib Bandung membawa modal berharga menuju Malaysia untuk menghadapi Selangor FC pada laga lanjutan Grup G AFC Champions League Two (ACL 2) 2025-2026.
Jadwal Selangor vs
Persib Bandung
digelar pada Kamis (6/11/2025) di Stadion MBPJ, Petaling Jaya, Malaysia, pukul 19.15 WIB.
Modal bagi Persib tersebut berupa lima kemenangan beruntun. Hasil sempurna terbaru didapatkan Maung Bandung pada Sabtu (1/11/2025) silam, di markas
Bali United
.
Selain itu pertahanan Persib tengah solid karena..."
80,Kompas,"Semen Padang Vs Arema FC, Kans Dalberto Menjauh dari Dua Kompatriotnya di Top Skor",https://bola.kompas.com/read/2025/11/03/13305698/semen-padang-vs-arema-fc-kans-dalberto-menjauh-dari-dua-kompatriotnya-di-top,2025-11-03T06:30:56+00:00,2506,1,"KOMPAS.com
- Striker Arema FC, Dalberto Luan Belo, berpeluang memperlebar jarak dari dua kompatriotnya di puncak daftar top skor, yakni Uilliam Barros (Persib Bandung) dan Maxwell Souza (Persija Jakarta).
Dalberto
sudah mengoleksi sembilan gol hingga pekan ke-10
Super League
dan kini bersiap menambah catatan tersebut di laga Semen Padang FC vs
Arema FC
di Stadion Gelora Haji Agus Salim, Senin (3/11/2025) pukul 19.00 WIB.
Gol kesembilan Dalberto dicetak melalui titik penalti ketika Arema menghada..."
81,Kompas,"Jadwal Super League Pekan Ke-11: Persijap Vs Malut United, Semen Padang Vs Arema",https://bola.kompas.com/read/2025/11/03/12482028/jadwal-super-league-pekan-ke-11-persijap-vs-malut-united-semen-padang-vs-arema,2025-11-03T05:48:20+00:00,2338,1,"KOMPAS.com -
Pekan ke-11 Super League 2025-2026 kembali menggelar dua pertandingan pada Senin (3/11/2025).
Pekan ini akan mempertandingkan 9 laga dalam lanjutan
Super League 2025-2026
hingga Rabu (5/11/2025) sore WIB.
Sebelumnya, sudah ada 6 pertandingan yang dihelat pada pekan ke-11 Super League 2025-2026.
Laga PSIM kontra Persik yang berakhir dengan skor 2-1 menjadi laga pembuka di pekan ini, disusul kemenangan Persija atas PSBS dengan skor 3-1.
Pada hari berikutnya, Bhayangkara FC harus puas ..."
82,Kompas,"Persebaya Menang Comeback atas Persis Solo, Pertunjukan Karakter Bajul Ijo",https://bola.kompas.com/read/2025/11/03/10590028/persebaya-menang-comeback-atas-persis-solo-pertunjukan-karakter-bajul-ijo,2025-11-03T03:59:00+00:00,2103,1,"KOMPAS.com - Persebaya Surabaya kembali memperlihatkan karakter tangguhnya usai bangkit dan menang atas Madura United.
Pada laga pekan ke-11
Super League 2025-2026
,
Persebaya
sukses menngalahkan Persis Solo dengan skor tipis 2-1 di Stadion Gelora Bung Tomo Surabaya, Minggu (2/11/2025) malam.
Kemenangan ini terasa istimewa, bukan hanya karena datang melalui situasi tertinggal, tetapi juga karena Persebaya menunjukkan daya juang luar biasa di tengah tekanan tinggi.
“Semua pertandingan di liga ini..."
83,Kompas,"Rahasia di Balik Comeback Persebaya atas Persis, Eduardo Perez Buka Suara",https://bola.kompas.com/read/2025/11/03/08085848/rahasia-di-balik-comeback-persebaya-atas-persis-eduardo-perez-buka-suara,2025-11-03T01:08:58+00:00,2343,1,"KOMPAS.com
- Pelatih Persebaya Surabaya, Eduardo Perez, mengungkap faktor utama keberhasilan timnya menundukkan Persis Solo.
Laga
Persebaya
vs
Persis
Solo dalam laga pekan ke-11
Super League
2025-2026 di Stadion Gelora Bung Tomo, Surabaya, Minggu (2/11/2025) berakhir via skor 2-1.
Persebaya awalnya tertinggal lebih dulu lewat gol Kodai Tanaka menit ke-15.
Namun, Persebaya bisa membalikkan keadaan via gol Mihailo Perovic (15') dan Francisco Rivera (51').
Bajul Ijo menang tipis Persis Solo setelah..."
84,Kompas,"Hasil Persebaya Vs Persis Solo 2-1, Gol Francisco Rivera Jadi Penentu",https://bola.kompas.com/read/2025/11/02/20592908/hasil-persebaya-vs-persis-solo-2-1-gol-francisco-rivera-jadi-penentu,2025-11-02T13:59:29+00:00,2055,1,"KOMPAS.com -
Hasil Persebaya vs Persis Solo dalam lanjutan Super League 2025-2026, Minggu (2/11/2025), berakhir dengan skor 2-1.
Pertandingan pekan kesebelas
Super League
2025-2026 antara Persebaya vs
Persis
berlangsung di Stadion Gelora Bung Tomo.
Persis Solo
sempat unggul melalui gol yang diciptakan oleh Kodai Tanaka di menit ke-15, tetapi
Persebaya Surabaya
mampu membalikkan keadaan lewat Mihailo Perovic (45') dan Francisco Rivera (51').
Dengan hasil tersebut, Persebaya Surabaya menempati per..."
85,Kompas,Hasil PSM Makassar Vs Madura United 1-1: Juku Eja Satu Poin di Momen Ultah Ke-110,https://bola.kompas.com/read/2025/11/02/17303908/hasil-psm-makassar-vs-madura-united-1-1-juku-eja-satu-poin-di-momen-ultah-ke-110,2025-11-02T10:30:39+00:00,1733,1,"KOMPAS.com
- PSM Makassar mendapat satu poin di momen ulang tahun ke-110. Juku Eja ditahan imbang Madura United 1-1.
Hasil
PSM Makassar
vs
Madura United
di
Super League
pekan ini, Minggu (2/11/2025) sore WIB, menjauhkan
Juku Eja
dari zona merah.
PSM Makassar kini ada di peringkat ke-14 dengan 9 poin. Tuan rumah tertingal lebih dulu oleh gol Taufany Muslihuddin (45+').
PSM Makassar baru bisa membalasnya dengan gol Abdul Rahman di menit ke-88.
Sementara itu, Madura United kini masih mengumpulkan 1..."
86,Kompas,"Stadion Brawijaya Tak Penuhi Syarat, Arena Persik Vs Persebaya Belum Pasti",https://bola.kompas.com/read/2025/11/02/16545298/stadion-brawijaya-tak-penuhi-syarat-arena-persik-vs-persebaya-belum-pasti,2025-11-02T09:54:52+00:00,2441,1,"KOMPAS.com
- Laga bertajuk Derbi Jawa Timur antara Persik Kediri vs Persebaya Surabaya kini berada di persimpangan sulit.
Sejatinya laga pekan ke-12
Super League 2025-2026
Persik vs Persebaya
dijadwalkan berlangsung di
Stadion Brawijaya Kediri
, Jumat (7/11/2025) mendatang.
Namun, hingga saat ini penyelenggaraan laga di Stadion Brawijaya belum juga mendapat lampu hijau dari pihak keamanan.
Panitia Pelaksana (Panpel) Persik terus mengupayakan agar pertandingan melawan Persebaya tetap bisa digelar..."
87,Kompas,"Persebaya Vs Persis: Bangkit dari Kritik, Bruno Moreira Tatap 100 Laga",https://bola.kompas.com/read/2025/11/02/15201898/persebaya-vs-persis-bangkit-dari-kritik-bruno-moreira-tatap-100-laga,2025-11-02T08:20:18+00:00,2336,1,"KOMPAS.com
- Laga pekan ke-11 Super League 2025-2026 akan mempertemukan Persebaya Surabaya vs Persis Solo.
Duel
Persebaya vs Persis
akan berlangsung di Stadion Gelora Bung Tomo Surabaya, Jawa Timur, Minggu (2/11/2025) malam.
Laga ini bukan pertandingan biasa untuk memperebutkan tiga poin saja, tetapi menjadi momen spesial untuk pemain
Persebaya
,
Bruno Moreira
.
Pada laga tersebut, ia akan menjalani laga ke-100 bersama tim kebanggaan warga Surabaya.
Kini menjelang laga, pelatih Persebaya Eduardo..."
88,Kompas,Jam Berapa PSM Makassar Vs Madura United di Super League 2025-2026?,https://bola.kompas.com/read/2025/11/02/14471018/jam-berapa-psm-makassar-vs-madura-united-di-super-league-2025-2026,2025-11-02T07:47:10+00:00,2447,1,"KOMPAS.com
- Duel PSM Makassar vs Madura United pekan ke-11 Super League 2025-2026 di Stadion Gelora BJ Habibie, Parepare, Minggu (2/11/2025), dengan jam kick-off pukul 15.30 WIB.
Live streaming
PSM Makassar
vs
Madura United
dapat diakses di Vidio, sedangkan tayangan siaran langsung PSM vs Madura United bisa ditonton di Indosiar.
Momen ini bertepatan dengan ulang tahun ke-110 klub berjuluk Ayam Jantan dari Timur. PSM menargetkan kemenangan sebagai hadiah untuk hari bersejarah tersebut.
Caretaker..."
89,Kompas,Link Live Streaming PSM Vs Madura United di Super League 2025-2026,https://bola.kompas.com/read/2025/11/02/14361348/link-live-streaming-psm-vs-madura-united-di-super-league-2025-2026,2025-11-02T07:36:13+00:00,2017,1,"KOMPAS.com -
Pekan ke-10 Super League 2025-2026 akan menyajikan partai seru antara PSM Makassar melawan Madura United.
Laga
PSM
vs
Madura United
akan berlangsung di Stadion BJ Habibie, Parepare, pada Minggu (2/11/2025) mulai pukul 15.30 WIB.
Pertandingan
PSM Vs Madura United
diprediksi berjalan sengit mengingat keduanya menargetkan kemenangan untuk terhindar dari zona degradasi.
PSM saat ini terdampar di peringkat ke-14 dengan koleksi 8 poin atau terpaut 2 poin dari PSBS Biak yang menghuni zona ..."
90,Kompas,"PSM Vs Madura United, Pasukan Ramang Buru Kado Ulang Tahun ke-110",https://bola.kompas.com/read/2025/11/02/13211138/psm-vs-madura-united-pasukan-ramang-buru-kado-ulang-tahun-ke-110,2025-11-02T06:21:11+00:00,2459,1,"KOMPAS.com
- PSM Makassar akan menjamu Madura United pada pekan ke-11 Super League 2025-2026 di Stadion BJ Habibie, Parepare, Minggu (2/11) pukul 15.30 WIB.
Laga
PSM vs Madura United
menjadi istimewa karena bertepatan dengan peringatan ulang tahun ke-110 klub berjuluk Ayam Jantan dari Timur.
Tim menargetkan kemenangan sebagai kado untuk hari bersejarah tersebut.
Caretaker pelatih kepala PSM,
Ahmad Amiruddin
, menyebut seluruh pemain siap menjalankan misi meraih tiga poin di depan pendukung sendi..."
91,Kompas,"Jadwal Persebaya vs Persis: Bajul Ijo Penuh Tekanan, Persis Cari Peluang",https://bola.kompas.com/read/2025/11/02/13170038/jadwal-persebaya-vs-persis-bajul-ijo-penuh-tekanan-persis-cari-peluang,2025-11-02T06:17:00+00:00,2181,1,"KOMPAS.com - Persebaya Surabaya akan menjamu Persis Solo di Stadion Gelora Bung Tomo Surabaya, Jawa Timur, Minggu (2/11/2025) pukul 19.00 WIB.
Laga
Persebaya
Surabaya vs
Persis
Solo pada pekan ke-11
Super league 2025-2026
bukan sekadar mencari tiga poin untuk posisi di klasemen, tetapi juga soal gengsi, mental, dan kebanggaan kedua tim.
Bagi pelatih Persebaya,
Eduardo Perez Moran
, laga ini merupakan kesempatan untuk menegaskan karakter kuat tim yang pantang gentar di bawah tekanan.
Sedangkan, p..."
92,Kompas,"Pemain Bali United Reuni dengan Thom Haye, Cerita Bumbu Ketegangan",https://bola.kompas.com/read/2025/11/02/12592028/pemain-bali-united-reuni-dengan-thom-haye-cerita-bumbu-ketegangan,2025-11-02T05:59:20+00:00,2373,1,"KOMPAS.com -
Laga Bali United vs Persib Bandung diwarnai duel emosional mantan rekan satu tim, Tim Receveur dan Thom Haye.
Kedua pemain yang memperkuat
Almere City
musim lalu di Eredivisie Belanda itu tampil sebagai starter dalam laga
Bali United
vs
Persib
Bandung yang berlangsung ketat di Stadion Kapten I Wayan Dipta, Gianyar, Bali, Sabtu (1/11/2025).
Posisi Receveur dan
Thom Haye
yang sama-sama di pos gelandang membuat bentrok fisik tak terelakkan.
Bahkan, kedua pemain sempat bersitegang di ba..."
93,Kompas,"Jadwal Super League Pekan ke-11: PSM Vs Madura United, Persebaya Vs Persis",https://bola.kompas.com/read/2025/11/02/12550998/jadwal-super-league-pekan-ke-11-psm-vs-madura-united-persebaya-vs-persis,2025-11-02T05:55:09+00:00,2387,1,"KOMPAS.com -
Pekan ke-11 Super League 2025-2026 akan kembali menggelar dua pertandingan pada Minggu (2/11/2025).
Total akan ada 9 pertandingan yang digelar pada pekan ke-11
Super League 2025-2026
hingga Rabu (5/11/2025) sore WIB.
Sebelumnya, sudah mempertandingkan 4 pertandingan pada pekan ke-11 Super League 2025-2026.
Laga PSIM kontra Persik yang berakhir dengan skor 2-1 menjadi laga pembuka di pekan ini, disusul kemenangan Persija atas PSBS dengan skor 3-1.
Pada hari berikutnya, Bhayangkara FC..."
94,Kompas,"Teja Paku Alam Kembali Gemilang, Banjir Pujian dari Rekan di Persib",https://bola.kompas.com/read/2025/11/02/12515698/teja-paku-alam-kembali-gemilang-banjir-pujian-dari-rekan-di-persib,2025-11-02T05:51:56+00:00,2811,1,"KOMPAS.com -
Kiper Teja Paku Alam kembali tampil memukau di bawah gawang Persib Bandung saat mengalahkan Bali United di pekan ke-11 Super League 2025-2026.
Hasil
Bali United
vs
Persib Bandung
berkesudahan dengan skor 1-0 bagi kemenangan Maung pada Sabtu (1/11/2025) di Stadion Kapten I Wayan Dipta, Gianyar Bali.
Ada dua penyelamatan penting di babak kedua yang dilakukan Teja, pertama adalah ketika duel satu lawan satu dengan Rahmat Arjuna sekitar menit 60-an di kotak penalti.
Save tersebut krusia..."
95,Kompas,"Persebaya Vs Persis Solo, Eduardo Perez Bahas 100 Penampilan Bruno Moreira",https://bola.kompas.com/read/2025/11/02/12483418/persebaya-vs-persis-solo-eduardo-perez-bahas-100-penampilan-bruno-moreira,2025-11-02T05:48:34+00:00,2147,1,"KOMPAS.com
- Super League 2025-2026 antara Persebaya Surabaya dan Persis Solo di Stadion Gelora Bung Tomo, Minggu (2/11) malam WIB, menjadi momen istimewa bagi Bruno Moreira.
Bruno Moreira
mencapai 100 penampilan bersama Persebaya, klub yang sudah dibelanya sejak beberapa musim terakhir.
Pelatih Persebaya,
Eduardo Perez
, menyampaikan apresiasi terhadap kontribusi pemain berusia 29 tahun tersebut.
“Bermain 100 kali untuk klub besar seperti Persebaya adalah pencapaian luar biasa. Bruno pemain yan..."
96,Kompas,"Bali United Vs Persib 0-1, Jansen Soroti Kartu Merah Instan Mustafic",https://bola.kompas.com/read/2025/11/02/12401148/bali-united-vs-persib-0-1-jansen-soroti-kartu-merah-instan-mustafic,2025-11-02T05:40:11+00:00,2603,1,"KOMPAS.com -
Malam yang malang bagi pemain Bali United, Mirza Mustafic, saat menghadapi Persib Bandung di laga pekan ke-11 Super League 2025-2026.
Mirza Mustafic
hanya bermain tiga menit di hadapan suprternya sendiri di Kapten I Wayan Dipta, Gianyar, Bali. Ia masuk pada menit ke-65 menggantikan Brandon Wilson dan mendapatkan kartu merah langsung tiga menit kemudian setelah ada review Video Assistant Referee (VAR).
Pelanggaran Mustafic dengan menjulurkan telapak sepatu kepada tulang kering Uillia..."
97,Kompas,"Hasil Bali United Vs Persib 0-1, Save Teja Paku Alam Bikin Hodak Kagum",https://bola.kompas.com/read/2025/11/02/00061398/hasil-bali-united-vs-persib-0-1-save-teja-paku-alam-bikin-hodak-kagum,2025-11-01T17:06:13+00:00,2629,1,"KOMPAS.com -
Penjaga gawang Persib Bandung Teja Paku Alam kembali menampilkan performa apiknya saat tim menang
clean sheet
melawan Bali United.
Hasil
Bali United
vs
Persib Bandung
berakhir dengan skor 0-1 pada Sabtu (1/11/2025) di Stadion Kapten I Wayan Dipta, Gianyar, Bali dalam laga pekan ke-11
Super League 2025-2026
.
Itu adalah clean sheet kelima beruntun Teja di semua kompetisi. Ia total telah mengemas tujuh
clean sheet
sejak awal musim.
Sejatinya, ketika bersua Bali United, gawang Persib b..."
98,Kompas,"Arne Slot Tak Sesali Mainkan Pemain Muda, Meski Liverpool Keok Dibantai Palace",https://bola.kompas.com/read/2025/10/30/18123038/arne-slot-tak-sesali-mainkan-pemain-muda-meski-liverpool-keok-dibantai-palace,2025-10-30T11:12:30+00:00,2646,1,"KOMPAS.com
- Arne Slot menunjukkan dirinya tak menyesal dengan keputusan menurunkan banyak pemain muda saat Liverpool kalah dari Crystal Palace.
Seperti diketahui, skuad muda
Liverpool
asuhan
Arne Slot
keok dari Crysta Palace 0-3 pada babak keempat Piala Liga 2025-2026 di Anfield, Kamis (30/10) waktu Indonesia.
Meski hasil itu membuat Liverpool tersingkir, Arne Slot menilai langkahnya tetap sesuai dengan rencana dan tradisi klub.
“Kekalahan dalam pertandingan sepak bola selalu menjadi pukulan be..."
99,Kompas,Alasan Anak Gianluigi Buffon Bela Timnas U19 Ceko dan Bukan Italia,https://bola.kompas.com/read/2025/11/13/20335758/alasan-anak-gianluigi-buffon-bela-timnas-u19-ceko-dan-bukan-italia,2025-11-13T13:33:57+00:00,2364,1,"KOMPAS.com
- Louis Buffon, putra dari kiper legendaris Gianluigi Buffon, pernah menjelaskan alasannya memilih Timnas Ceko ketimbang Italia seperti sang ayah.
Louis Buffon
mencuri perhatian dengan mencetak hattrick dalam pertandingan melawan
Azerbaijan
di Kualifikasi Euro U19 2026 pada Rabu (12/11/2025).
Pertandingan di Centenary Stadium, Malta, tersebut berakhir dengan kemenangan 6-1 bagi Ceko.
Louis, yang berposisi sebagai penyerang, mencetak ketiga golnya di babak kedua, tepatnya pada menit ke..."
100,Kompas,"Jay Idzes Permata Pertahanan Sassuolo, Kekuatan dan Determinasi Neroverdi",https://bola.kompas.com/read/2025/11/13/07242798/jay-idzes-permata-pertahanan-sassuolo-kekuatan-dan-determinasi-neroverdi,2025-11-13T00:24:27+00:00,2175,1,"KOMPAS.com
- Bek Timnas Indonesia, Jay Idzes, jadi salah satu permata dalam lesatan Sassuolo di Serie A Liga Italia 2025-2026.
Sassuolo
yang berstatus tim promosi di
Liga Italia
2025-2026, tampil apik di periode awal musim.
Tim beralias Il Neroverdi (Si Hitam-Hijau) tersebut kini berada di 10 besar klasemen Liga Italia.
Jay Idzes
dkk duduk di  posisi kedelapan klasemen
Serie A
.
Sassuolo menuai 16 angka, hasil dari lima kemenangan dan sebuah hasil imbang dalam 11 pertandingan.
Penggawa Timnas In..."
101,Kompas,"Sensasi Anak Gianluigi Buffon, Bikin Hattrick untuk Timnas U19 Ceko",https://bola.kompas.com/read/2025/11/13/06094438/sensasi-anak-gianluigi-buffon-bikin-hattrick-untuk-timnas-u19-ceko,2025-11-12T23:09:44+00:00,2211,1,"KOMPAS.com
- Louis Thomas Buffon, yang merupakan putra kiper legendaris Italia Gianluigi Buffon, tampil gemilang bersama Timnas U19 Republik Ceko. Buffon Jr bikin
hattrick
.
Torehan trigol alias hattrick dibukukan Louis Thomas
Buffon
ke gawang
Azerbaijan
dalam laga Grup 13 Kualifikasi Euro U19 2026, Rabu (12/11/2025).
Timnas U19
Ceko
yang dibela Louis Thomas Buffon menang telak 6-1.
Louis Thomas Buffon yang berposisi sebagai penyerang, mampu mengemas dua gol dalam kurun 10 menit, persisnya pada ..."
102,Kompas,Francesco Palmieri Puas Sassuolo Rekrut Jay Idzes dari Venezia,https://bola.kompas.com/read/2025/11/12/19543078/francesco-palmieri-puas-sassuolo-rekrut-jay-idzes-dari-venezia,2025-11-12T12:54:30+00:00,2513,1,"KOMPAS.com -
Direktur olahraga Sassuolo, Francesco Palmieri, menegaskan bahwa klubnya tidak salah langkah saat merekrut Jay Idzes dari Venezia.
Francsco Palmieri menilai duet Idzes dan Tarik Muharemovic telah menjadi investasi besar yang mulai menunjukkan hasil positif di lini pertahanan tim.
Dalam lanjutan
Liga Italia
(
Serie A
) pekan ke-11,
Sassuolo
mencatat kemenangan penting atas
Atalanta
dengan skor 3-0 di Stadion Gewiss, Minggu (9/11/2025).
Kemenangan itu menjadi bukti bahwa lini belakang..."
103,Kompas,Media Italia Puji Ketangguhan Jay Idzes Lawan Atalanta: Mata Lebam Jadi Bukti,https://bola.kompas.com/read/2025/11/11/16052198/media-italia-puji-ketangguhan-jay-idzes-lawan-atalanta-mata-lebam-jadi-bukti,2025-11-11T09:05:21+00:00,2099,1,"KOMPAS.com -
Jay Idzes mendapat sorotan dari media Italia,
Sassuolo News
usai membawa Sassuolo menghajar tuan rumah Atalanta 3-0 di giornata ke-11 Liga Italia 2025-2026.
Laga Atalanta vs
Sassuolo
berlangsung di New Balance Arena, Bergamo, pada Minggu (9/11/2025) malam WIB.
Tiga gol Sassuolo ke gawang Atalanta dicetak oleh Domenico Berardi (26', 66'), serta Andrea Pinamonti (47').
Jay Idzes
kembali tampil sebagai starter dan solid bersama rekan duetnya, Tarik Muharemovic di lini belakang.
Salah s..."
104,Kompas,Pujian Pelatih Sassuolo untuk Jay Idzes dkk Setelah Kemenangan di Atalanta,https://bola.kompas.com/read/2025/11/10/19110618/pujian-pelatih-sassuolo-untuk-jay-idzes-dkk-setelah-kemenangan-di-atalanta,2025-11-10T12:11:06+00:00,2588,1,"KOMPAS.com
- Pelatih Sassuolo, Fabio Grosso, memberikan pujian kepada timnya setelah meraih tiga poin dengan kemenangan 3-0 di markas Atalanta pada pekan ke-11 Liga Italia 2025/2026 di Stadion Atleti Azzurri d'Italia, Minggu (9/11/2025).
Tiga gol pada laga
Atalanta
vs
Sassuolo
dicetak oleh Domenico Berardi (P 29', 66') dan satu gol oleh Andrea Pinamonti (47').
“Anak-anak bermain sangat baik, hari ini tidak mudah melawan tim dengan kualitas tinggi. Kami tampil penuh, menunjukkan kemampuan kami, d..."
105,Kompas,"Jay Idzes Berjibaku Halau Bola Pakai Kepala, Disebut Netizen Pantas ke Madrid",https://bola.kompas.com/read/2025/11/10/09314228/jay-idzes-berjibaku-halau-bola-pakai-kepala-disebut-netizen-pantas-ke-madrid,2025-11-10T02:31:42+00:00,2121,1,"KOMPAS.com
- Bek Sassuolo asal Indonesia, Jay Idzes, melakukan aksi penyelamatan krusial dalam dalam laga kontra Atalanta. Netizen yang terpana menyebut Jay Idzes pantas main di Real Madrid.
Jay Idzes
berkontribusi signifikan ketika
Sassuolo
menang 3-0 di markas
Atalanta
dalam laga pekan ke-11
Liga Italia
2025-2026.
Bek Timnas Indonesia tersebut mentas sebagai pemain utama Sassuolo dalam duel kontra Atalanta di New Balance Arena pada Minggu (9/11/2025).
Domenico Berardi menjadi bintang Sassuolo ..."
